author,name,desc,detail,dwnld
Ирина Калмыкова,Экшены «PERFECT QUALITY» (2020),"УРА!!! Невероятно рада представить вам долгожданный набор экшенов для работы над качеством фото! Теперь вы сможете сделать эффектную резкость, чистый цвет фото, уменьшить шум, сохранить фото в верном профиле и многое другое всего одним кликом!

Более 10 лет вы успешно пользовались моим классическим набором экшенов, который вам так полюбился. Спасибо вам за такое доверие! Но с опытом у меня появились ещё потрясающие экшены, лучшие из которых я собрала в новый набор «PERFECT QUALITY» (""ИДЕАЛЬНОЕ КАЧЕСТВО"") для резкости, устранения шума, паразитных цветов и т.д. 2020г. !

Описание набора
Подробное видео с инструкцией, где вы найдёте информацию о том, как установить экшены, как использовать каждый из них на разных примерах и другие полезные рекомендации;
15 умных экшенов.

Подробное описание каждого экшена:

Web 900.  Один клик = тройное действие! Безупречная резкость для интернета + уменьшение фото до 900 пикселей + верный профиль сохранения.
Web 1400. Один клик = тройное действие! Безупречная резкость для интернета + уменьшение фото до 1400 пикселей + верный профиль сохранения.
Красивый контур. Это не резкость, а красиво очерченные линии. Просто идеальнейший вариант для ресниц, бровей, локонов и контрового света. выглядит всегда безупречно.
Общая резкость. Самый популярный экшен. Вы делаете один клик, а экшен сам создаёт  сложным 2х и 3х этапным механизм, чтобы сделать фото максимально резким, но при этом сохранить качество.*Если фото не в фокусе, то разумеется его не восстановить.
Локальная резкость. Резкости много не бывает! Поэтому для отдельных деталей предусмотрен другой  деликатный способ. Можно использовать самостоятельно или в паре с общей резкостью.
Объединение слоёв. Всё просто. Это экшен-ускоритель процесса. Перед запуском любых экшенов, необходимо, чтобы все предыдущие слои были сведены в один. Теперь это можно сделать одним кликом.
sRGB для сохранения. Путаетесь в профилях? Ингода фото сохраняется не таким цветом как было в Photoshop? Или в интернет загружается с зеленоватым тоном? Этот экшен гарантируют, что фото будет сохранено в правильном цветовом профиле!
Устранение хроматических аберраций. Если объектив даёт такой дефект, как фиолетово - салатовые полосы по краям, то этот экшен значительно их сократит. Устранить их на 100% невозможно, но зато можно значительно уменьшить!
Устранение шума. Этот экшен способен устранить шум очень заметно. Да, полностью его конечно не убрать никаким способом, но можно добиться отличного результата, чтобы фото стало значительно качественней. Проверенный годами ж механизм.
Виньетка. Классические приём, который сразу добавляет художественности.
ЧБ. Отличный вариант перевода изображения в выразительный ч/б вариант.
Растушовка. Экшен, который естественно смягчает  резкие границы, например границу крыш зданий с небом, горизонт ( не размытие!). Можно использовать и для проработки переднего плана, чтобы сделать его несколько не в фокусе и отделить от объекта.
Устранение паразитных оттенков. Гарантирую, что вы влюбитесь в этот экшен бесповоротно! Он творит чудеса. Один клик и паразитный оттенок исчезает с фото, а цвета становятся более динамичными.
А4. Грамотное уменьшение фото до стандартных размеров фото A4. отлично подойдёт для подготовки к печати.
WEB Пакет. Хотите  сразу всю папку с фотографиями уменьшить для интернета и добавить эффектную резкость? Именно этот экшен и воздействует сразу на пакет фотографий. Можно за минуту уменьшить сотни фото.

Преимущества экшенов
Экшены построены на самых деликатных способах коррекции, которые максимально сохранят качество снимков, при этом создавая даже сильные эффекты! *В основе экшенов лежит профессиональная работа с кривыми и каналами. Работа с ними требует отличных знаний и опыт работы, поэтому имея возможность пользоваться ими автоматически в экшенах - это идеальное решение для тех, кто ещё только на пути, чтобы подружиться с ними.
Экшены подходят под любую стилистику и типы фотографий! Это делает их применение более широким.
Экшены автоматизированы до предела! Всё сделано для того, чтобы вам нужно было сделать минимум действий и ни о чём не задумываться, большее оставляя времени для ваших творческих задач, а не технических.
Экшены не обязывают использование других материалов с сайта, в том числе другой набор классических экшенов или новых видеоуроков. Но если они у вас есть, то это будет просто бомбическая смесь!!! Все материалы НЕ заменяют друг друга, НЕ требуют друг друга, а просто ИДЕАЛЬНО ДОПОЛНЯЮТ друг друга, выводя ваши работы на другой уровень.

ВАЖНО! Технические требования
Adobe Photoshop, начиная с верcии Photoshop  CC (2017г) и все версии выше.
ВНИМАНИЕ!!! Английский интерфейс. Если у вас русский интерфейс, то его легко можно поменять и всё будет безупречно работать.",https://www.irinakalmykova.com/acti...traneniya-shuma-parazitnyx-cvetov-i-t-d-2020g,https://cloud.mail.ru/public/3FFF/3uvLqaQ3h
Bellevue-Avenue,Bellevue-Avenue-Идеальные Тона Кожи Photoshop Действия,,https://bellevue-avenue.com/product...tffCxTuxYSyi5TYD-Tdn9lAUnDaFL4A#VideoTutorial,https://yadi.sk/d/3yuE4pXtFyLp-w
BeArt-Preset,"BRIGHT & AIRY LIGHTROOM PRESETS, PHOTOSHOP ACTIONS AND ACR PRESETS",,,https://cloud.mail.ru/public/JjeR/YiYzAXucS
Retouching Academy Lab,Beauty Retouch Panel v3.2 for Photoshop,,https://retouchingacademy.com/product/beauty-retouch-panel/,"Файл из Облака
Пароль: RABR32"
"Мария Балуева, Александр Лыгин",Пресеты Lightroom Пакет «1+1» (2019),"Покупая пакет «1+1», вы становитесь обладателем всех пресетов, которые есть в пакетах “@TWISTFLIP” и “@BALUEVAMA”. В пакете «1+1» 10 любимых пресетов от Александра Лыгина и Марии Балуевой, которые ежедневно используются для редактирования всех фотографий.

Вы сможете применять данные пресеты к любому типу изображений – город, природа, солнце, облачность, снег и тд.

Пресеты “@BALUEVAMA” и “@TWISTFLIP” создают красивые, сплоченные эстетикой, картинки, а также прекрасную основу для вашей уникальной обработки.

Пресеты подходят для фотографий формата RAW (CR2, ARW, NEF и т.д.) и JPEG.

Перед покупкой вы можете выбрать пакет для обработки на телефоне или на компьютере, в зависимости от вашего удобства и предпочтений. Вместе с покупкой пакета пресетов «1+1» вы получаете PDF с основными рекомендациями по настройкам для максимально эффективного использования пресетов. Эти настройки выведут ваши фотографии на новый уровень.",https://twisetstudio.com/ru/presets/doublepack/,https://cloud.mail.ru/public/5yqq/2kZJwN8Au
Mastin Labs,Набор пресетов для Adobe Photoshop & Lightroom (2018),,https://www.mastinlabs.com/shop/,https://cloud.mail.ru/public/4xAo/5NfRkkP3k
Ittybitty Actions,Baby Love Set Action (2014),"Baby Love Set Action предназначен для детских фотографов. С широким разнообразием вариантов, эти пресеты предлагают для ретуширования сладкие легкие переходы и даже старинные преобразования. Сливочные розовые и теплые тона делают  идеальный набор для фотографов новорожденных . Темные и легкие  тона дают пользователю конкретные варианты при использовании различных оттенков.

Мы разбили эту коллекцию в 3 пакета действий (все пакеты включены в стоимость). Baby Love включает в себя 3 версии одних и тех же действий, чтобы вы могли найти идеальный внешний вид именно для вас - стандарт, полу эффект или Vintage. Все три комплекта включают 55 удивительных преобразований, 11 черно-белых переходов, и 21 рабочих процессов помогает ретуши действия, а также 2 ""Play All - микшера"".",http://www.ittybittyactions.com/photoshop-actions/baby-love,https://cloud.mail.ru/public/5fZe/3dBxbtr2C
Graphicriver,Типографская зарисовка Photoshop Action,"Версия поддержки программного обеспечения: CS5.CS6.CC + версия

Типографский эскиз. Photoshop Action превращает ваши фотографии в реалистичный типографский эскиз. Сэкономьте часы работы с Типографским наброском Photoshop Action. По окончании действия вы получите хорошо организованный и структурированный файл с множеством слоев, папок и настроек для улучшения конечного результата.",https://graphicriver.net/item/typographic-sketch-photoshop-action/22728807,https://yadi.sk/d/QITFLXiWdNhOSw
Вячеслав Васильев,Зимние пресеты,,https://viaphoto.ru/zima,https://yadi.sk/d/kiJahIihHJXFFQ
Bellevue Avenue,Bellevue Avenue Winter Dreamland PS действия,,https://bellevue-avenue.com/products/winter-dreamland-photoshop-actions,https://yadi.sk/d/DNaVbXjfxbXW6A
GraphicRiver,Beauty Professional Touch,,http://graphicriver.net/item/beauty-professional-touch/13116372,https://yadi.sk/d/d9qzKklljwFSC
Meg Loeks,Пресеты коллекции Dawn от Мэг Лоукс,"Коллекция Dawn - это предустановленный пакет от Click Pro Meg Loeks. Благодаря 16 цветовым пресетам и 4 стекируемым накладкам, коллекция преобразует изображения в динамичное, полированное искусство. От капризного голландского света мастеров до резкого полуденного солнца пресеты резко усиливают свет и придают изображениям глубину. Цвета являются землистыми и богатыми, но работает, чтобы исправить и теплые тона кожи. Ежедневный пресет-это именно то, что он подразумевает, чистое редактирование, предназначенное для повседневного использования. Golden Hour Classic лучше всего работает на изображениях золотого часа, голландские мастера теплые работы лучше всего работают на изображениях с низким освещением в помещении, угрюмый полдень работает лучше всего на изображениях с высоким полднем и т. д. Коллекция Dawn также включает в себя 4 наращиваемые накладки, предназначенные для драматизации неба, повышения золотой час и изолировать свой предмет. Предназначен для использования только с необработанными файлами.
ПОЖАЛУЙСТА, СМОТРИТЕ СПИСОК НИЖЕ ДЛЯ ТРЕБОВАНИЙ СОВМЕСТИМОСТИ:
● Lightroom Lrtemplate пресеты - для Lightroom 5, 6, Classic CC до 7.2, & CC desktop
● Lightroom XMP пресеты - для Lightroom Classic 7.3 выше, будет работать в ACR тоже!",https://store.clickinmoms.com/the-dawn-collection-presets-by-meg-loeks/,https://yadi.sk/d/-wSTiU9QLoDUYQ
fixthephoto.com,Свадебные пресеты,,,https://cloud.mail.ru/public/52bj/2YoCNkijp
Вероника Котлярова,Пресеты,,,https://yadi.sk/d/dAfHnbIa1L4wqA
JAY LAY,Retouch Actions 2019,,https://vk.com/wall68835019_26665,https://cloud.mail.ru/public/2vvb/51YK1JAiT
Олег Исаченко,Freemax 2020 presets,,Freemax 2020 presets,https://cloud.mail.ru/public/4MHp/4GcgL2Y75
InkyDeals,1500+ профессиональных пресетов для Lightroom,"Это не просто еще один комплект пресетов Lightroom ... этот комплект дает вам 1500 невиданных ранее эффектов всего за несколько кликов.

Эти 1500 профессиональных пресетов не только сэкономят часы вашего времени на редактировании фотографий, но и сделают ваши фото просто потрясающими!",https://www.inkydeals.com/deal/professional-lightroom-presets/,https://cloud.mail.ru/public/5dxS/3X89Yzu7U
Басманов Максим,Набор пресетов «Зима 2020» (2019),"Новый набор пресетов для Photoshop и Lightroom для всех желающих ускорить обработку/ретушь зимних фотографий в пару кликов!
Набор состоит из 166 пресетов. Которые вы сможете применять к зимним фотографиям.
С набором идут видео уроки для установки и настройке пресетов под ваши нужды.

 Что дает данный набор?

Быстрая цветкоррекция 
Вы сможете в пару кликов отретушировать любую фотографию в программе photoshop или lightroom.
Большой выбор вариантов
Большая коллекция различных вариантов тонировок, которые вы сможете применить для ваших зимних фотографий в преддверии нового года.
Автоматизация
Пресеты позволяют автоматизировать сложные настройки и применять их за несколько секунд не к одной фотографии, а сразу к серии фотографий что ускоряет процесс обработки.
Возможные бонусы:
 Бонус 1 ХУДОЖЕСТВЕННАЯ РЕТУШЬ В PHOTOSHOP 
Бонус 2 АВТОМАТИЗАЦИЯ В PHOTOSHOP",https://retouch-photo.ru/zimlr2/,https://cloud.mail.ru/public/4W3X/3eodSZGec
,Пакет пресетов от Лены Смирновой,,http://wowphotoschool.ru/education/smirnova_presets В продаже с её сайта идут 3 пресета.,https://yadi.sk/d/_9M0J0EZdzcF5g
APs,Панель «APs RETOUCH» для Photoshop,,http://www.automate-ps.com/tools/retouchpanel,https://cloud.mail.ru/public/MR5Q/i3RwGJHAm
АЛЕКСЕЙ КУЗЬМИЧЕВ,ART Colors Actions | Экшены для творческого тонирования в Photoshop 2019,,https://artcolors.photoshop-profess...ED%EE...&utm_medium=email&utm_source=NotiSend,https://cloud.mail.ru/public/ryT3/3q2SNTJEh
newborn psd,Новорожденные наложения -3,,,https://yadi.sk/d/t_EFzFPPrtQ5Dw
Наталья Блицена,Экшены для фотошоп Bright Emerald / Яркий изумруд (Наталья Блицена),,http://www.blicena.ru/catalog/actions/bright-emerald/,https://cloud.mail.ru/public/6bUU/aUXNLoQnP
Luisa Dunn,Luisa Dunn - Цифровые фоны для новорожденных,,,https://yadi.sk/d/1elzOulZpn_VnQ
FineArt,"Чистые FineArt пресеты от NOBLE Presets (Noble Signature, Noble Enhancers)",,https://www.skladchina.biz/threads/...esets-noble-signature-noble-enhancers.133074/,https://yadi.sk/d/y22dCwlsBYEFtQ
FixThePhoto,FixThePhoto-Кинематографические Цвета,,https://creativemarket.com/FixThePhoto/3601006-Cinematic-Colors-Photoshop-Actions,https://yadi.sk/d/axV1Ep31zvvLBA
Greaterthangatsby,Коллекция живописных портретов,,https://www.greaterthangatsby.com/the-painterly-portrait-collection/    На этой страничке есть видео уроки на анг.языке,https://cloud.mail.ru/public/4mfV/5EGnrGkWo
,Actions for Photoshop / Neverland 2257381,,,https://cloud.mail.ru/public/6FhP/mdXK5i6tz
Alen Palander,пресеты Alen Palander 2018 LR – Seasonal Pack – 11 Premium Presets,,Пресеты для Adobe Lightroom от фотографа Alen Plander,https://cloud.mail.ru/public/3M2x/3tpETFUmT
Наталья Блицена,Большой зимний набор экшенов (Наталья Блицена),,,"https://yadi.sk/d/Rt1cakBp7MdqUA
Пароль: ASdkzxczmr234"
Андрей Михайлов,20 LightRoom presets by Andrei Mikhailov (2019),"Оживите городскую фотографию с богатыми цветами и подарите им особую атмосферу и глубину!

За творчеством Андрея Михайлова в Instagram подписались более 30 тысяч подписчиков. Фотографии архитектуры, ландшафта, а также Фотосессии в стиле стрит-стайл. Пресеты позволяют вашим фотографиям стать контрастными, насыщенными и атмосферными. Если вы хотите качественные, яркие фотографии, то эти пресеты для вас.

– 20 автор предустановки для LightRoom
-глубокие насыщенные цвета
-ночь / вечер / день съемки / уличная фотография / естественная фотография
-подходит для фотографий, сделанных в ночное время, день и в природе
-город и архитектура

Этот продукт совместим с любой версией Adobe LightRoom 4-6, LightRoom CC и LightRoom Mobile. Подходит для обработки фотографий, сделанных в формате RAW и JPEG. В комплекте, вы получите инструкции по установке, использование и файлы для помощи.",https://filterhero.ru.com/andrei_mikhailov/,https://cloud.mail.ru/public/9Fyj/2YP2Gmzpo
Google,"Nik Collection - набор плагинов для Adobe Photoshop CC,CS6,CS5",,,https://cloud.mail.ru/public/a2tL/4wM8M87Pw
Юлия Бездарь,Трендовые пресеты,,https://www.instagram.com/yuliyabezdar/,https://yadi.sk/d/47VSk5x2hDlrRg
Павел Возмищев,Павел Возмищев-цвета Грузии,,http://pavel-vozmischev.com/shop/vol5-georgia,https://cloud.mail.ru/public/5Dxw/3TCsbNAFX
Огни Накладок,Новогодние Елки,,https://www.creativefabrica.com/product/christmas-trees-lights-overlays/,https://mega.nz/#F!uAU3narT!s-o1nSEXA2xaxeSZ_WTF2g
Цифровой Фон,Рождественская Чаша Новорожденный,,https://squijoo.com/product/christmas-bowl-newborn-digital-backdrop/,https://yadi.sk/d/TIwp3IOG44mGKQ
Photoshop,150 Новогодних Накладок Photoshop,,https://www.creativefabrica.com/product/150-christmas-overlays-photoshop/,https://yadi.sk/d/V4gdWG_43viuow
Пакет Накладок,Рождественские,,https://www.creativefabrica.com/product/christmas-mix-pack-overlays/,https://yadi.sk/d/7nRO8yUsMuHyDg
Фото Оверлеи,Праздничные Огни,,https://www.creativefabrica.com/product/holiday-lights-photo-overlays/,https://yadi.sk/d/pDauITXKhxnWwQ
Фото Накладки,Свет Лампы,,https://www.creativefabrica.com/product/lamp-light-photo-overlays/,https://yadi.sk/d/p9vcgXwITe5cMw
Огни Накладок,Праздничные гирлянды,,https://www.creativefabrica.com/product/festive-string-lights-overlays/,https://yadi.sk/d/tQ6bDKn-N4IENQ
Newbornd,Цифровые фоны для новорожденных-7,,,https://yadi.sk/d/waHE4qczCz2phA
Newbornd,Цифровые фоны для новорожденных-6,,,https://yadi.sk/d/kyO-t5M1i2ku3g
Newbornd,Цифровые фоны для новорожденных-5,,,https://yadi.sk/d/TFA5wKfCeJg0gw
Newbornd,Цифровые фоны для новорожденных-4,,,https://yadi.sk/d/jQtb8mdgSFho-Q
Luisa Dunn,Цифровые фоны для новорожденных-3,,https://newborndigitalbackdrop.com/,https://yadi.sk/d/o07Wt3r3T-LuCQ
Luisa Dunn,Цифровые фоны для новорожденных-2,,https://newborndigitalbackdrop.com/,https://yadi.sk/d/J-iSsukkwnCi3g
Дарья Булавина,Mega Pack - Пресеты для Lightroom и Adobe Camera RAW (2019),"Два пакета пресетов от Дарьи Булавиной - всего 20 уникальных пресетов для Lightroom Classic и Adobe Camera RAW.

Mega Pack включает в себя:

- Bulavina Wedding Lightroom and ACR Presets
- Bulavina Portrait Lightroom and ACR Presets

Пресеты созданы и оптимизированы под Adobe Lightroom версии 8.2 и Adobe Camera Raw версии 11.2 и более новые. С более ранними версиями программ я не могу гарантировать корректную работу пресетов.
Перед приобретением пресетов я рекомендую проверьте версию своего Lightroom Classic и/или Adobe Camera RAW и при необходимости обновите до последнего релиза.",http://www.daria-bulavina.ru/shop/lightroom_presets_mega_pack,https://cloud.mail.ru/public/3hn3/4zMSZGhVz
FREEMAX,Preset Pack 2019 + Old 2.0,,https://freemax.red/course/presets/,https://yadi.sk/d/REbCb5qFwMfTFA
sevenstyles,Action Photoshop для создания эффекта дыма вокруг людей и предметов,,http://graphicriver.net/item/smoke-photoshop-action/14414419,https://cloud.mail.ru/public/5K9w/5vSFn5EEj
Fix the photo,Colorful Landscape Photoshop Actions (2019),"Набор включает в себя:

45 Photoshop Actions",http://fixthephoto.com/landscape-photoshop-actions,https://cloud.mail.ru/public/5eHg/3J425jusF
MARK SINGERMAN,2019 EXCLUSIVE PRESET PACK ULTIMATE PORTRAIT+BONUS,,https://marksingerman.com/ultimate-portraits-nt/,https://cloud.mail.ru/public/3gLf/53syirW6d
Елена Карнеева,Авторские экшены.,,,https://yadi.sk/d/Kn6JkfKqNbekuQ
Red Leaf Studios,Фотоэмульсионные пресеты (ACR & Lightroom),,https://www.apelphotography.com/red-leaf-studios/,https://cloud.mail.ru/public/eFU7/D91vP8xvx
Wedding Inspiration,Lightroom Desktop Presets (2019),"Чистые фото, мягкие цвета и красивый тон кожи.

7 цветных пресетов
2 черно-белых пресета
Lens Correction пресет
Noise пресет.",https://weddingphotoinspiration.com/presets#rec121739044,https://cloud.mail.ru/public/31kH/oGfUmwNn3
goodlightpresets.com,Goodlight Пресеты,,https://www.goodlightpresets.com/,https://yadi.sk/d/MyxltJDrjoO_3w
Henry Tieu,HD Presets Pack 2,,https://www.henry-tieu.com/hd-presets-pack-2-adobe-lightroom-acr/,https://cloud.mail.ru/public/9GY2/Yphu77xb7
,VSCO Film 01-07 - Пресеты для Lightroom / ACR,"Революционные пресеты и профили камер для ускорения рабочего процесса в производстве прекрасных результатов пост-обработки.
Пресеты VSCO Film построены на основе индивидуальных профилях камеры. Если вы хотите, например, воссоздать внешний вид Polaroid, Fuji или другие типы пленки способом, отличным от стандартного применения общих изменений к каждой фотографии, то это программное обеспечение является тем, на что стоит обратить своё внимание.

Пресеты VSCO Film предназначены специально для камер Fuji, Canon, Nikon, Sony, Olympus и Leica (вы выбираете, какую камеру вы используете, чтобы применить эффекты соответственно ее типу).

Film VSCO составлен из красивых эмуляций потребительских пленок массового рынка 20-ти летней давности. Полагаясь на основу предыдущих пленочных пакетов VSCO, Набор Archetype Films представляет самые прекрасные цифровые эмуляции компании, которые были до настоящего времени и является воплощением этих ностальгических пленочных запасов, золотой эры аналоговой камеры. Например, вы можете уменьшить резкость и тональный контраст, использовать эффект старых объективов, добавлять различное тонирование, а также добавлять виньетирование различного вида.


Скачать:

Скрытый контент, для просмотра которого нужно лайкнуть пост.
https://cloud.mail.ru/public/F9C5/5eHdkiW7N",,https://cloud.mail.ru/public/F9C5/5eHdkiW7N
Jayde and Umber-роскошная свадебная предустановленная коллекция,Jayde and Umber-роскошная свадебная предустановленная коллекция,,https://creativemarket.com/JaydeAndUmber/1527721-LAVISH-Wedding-Preset-Collection,https://yadi.sk/d/OprdjpZ6ycDYmA
Graphicriver,Artistic Sketch Drawing Action (2018),,https://graphicriver.net/item/artistic-sketch-drawing-action/22112321,https://cloud.mail.ru/public/28JE/ghm7dvqrx
elyanaivette,The Pretty Pastel Collection,,http://www.elyanaivette.com/shop/photoshop-cc-cs3-cs6/the-pretty-pastel-collection/?v=3943d8795e03,https://cloud.mail.ru/public/FCYv/Etu7nt2vv
graphicriver,SandStorm Photoshop Action,,,https://cloud.mail.ru/public/b37eb62e9dbb/graphicriver-10012562-sandstorm-photoshop-action.rar
Sam Dameshek,Пресеты от фотографа Sam Dameshek - Lightroom Presets,,https://filtergrade.com/product/sam-dameshek-lightroom-presets/,https://cloud.mail.ru/public/SrEW/3CUP9TTgA
Greta Ivy,Vintage Comic Press,,https://creativemarket.com/gretaivy/179357-Vintage-Comic-Press-AI-Actions,https://cloud.mail.ru/public/DuE7/vgwPxJb3h
Алексей Кузьмичев,30 экшенов для профессиональной обработки летних фотографий,,http://photoshop-professional.ru/summer-actions/,https://yadi.sk/d/y0tlphuAirc2K
Greater than Gatsby,Greater than Gatsby - The Innocence 1 & 2 Collection,,https://www.greaterthangatsby.com/the-innocence-collection/,https://cloud.mail.ru/public/2WMB/3BGbFhrpt
Вячеслав Васильев,Весенние пресеты «10 styles» (2019),"Набор из 18 пресетов, который содержит в себе сразу 10 разных весенних стилей! Светлые, тёмные, шоколадные, тёплые - это отличный способ опробовать на своих фотографиях сразу несколько стилистик и решить, какая из них вам ближе :)

Обрабатывать пресетом очень легко – настройки накладываются автоматически. В комплекте 18 пресетов (от 1 до 3 пресетов на один стиль). Также комплект входит:

Видеоурок 30 минут по обработке - объяснение всех кнопочек в приложении, а так же обучение донастройке пресетов под себя
Видеоурок по обработке ночных фото и избавлению от желтизны
Самая понятная и подробная инструкция - нет вопросов даже у самых начинающих!",https://viaphoto.ru/10styles,https://cloud.mail.ru/public/2p16/2yUijiWu8
Cinetune,Кинематографические эффекты цветопередачи,,https://graphicriver.net/item/cinetune-cinematic-color-grading-effects-photoshop-action/24460869,https://yadi.sk/d/ZcDg7S7MBuq9Og
Greater Than Gatsby,The Complete Actions Bundle,,https://www.greaterthangatsby.com/the-complete-actions-bundle/,https://cloud.mail.ru/public/Gmuq/DQAJHLSjN
Squijoo,Squijoo Осень Осенние Текстуры Накладок,,https://squijoo.com/product/squijoo-fall-autumn-texture-overlays/,https://yadi.sk/d/LFWfet3cYhkU2A
Дан Хечо,Уникальные пресеты для Lightroom,,https://skladchik.com/threads/Уникальные-пресеты-для-lightroom-от-Дана-Хечо.40266/,"https://yadi.sk/d/W_SqQCRsjKgMbQ
пароль: he40"
Geometria.ru,Пресеты для клубных фотографов,,http://yesis.ru/presetyi-geometria,"https://yadi.sk/d/HNTj7ahkgR6h6



			Пароль: syIPyZYiK9
		
Нажмите для раскрытия..."
,Пресеты для свадебного фотографа,,,"http://yadi.sk/d/Lo25Bn7ASbjhw



			Пароль: rthttcfgrftyjfryjfj
		
Нажмите для раскрытия..."
LR пресеты,Kinderbella LR пресеты,,https://www.kinderbella.com/,https://yadi.sk/d/VP5d0_ji3JhKiQ
Graphicriver,Ultimate Realistic Painting Effect - Photoshop Action,,https://graphicriver.net/item/ultimate-realistic-painting-effect-photoshop-action/12249737,https://cloud.mail.ru/public/2Fxa/4CZZug3mh
Lenslab & Sean Archer,Sean Archer Collection,,https://lenslab.com/products/sean-archer-collection,"Файл с облака
Password: SA291"
Bellevue-Avenue,Bellevue-Мечтательные Пузыри Накладывание,,,https://yadi.sk/d/kzntBhr1DvjOOg
Eugene-design,Потрясающий скетч из фото за 1 минуту.,,https://graphicriver.net/item/pen-sketch-photoshop-action/15223599?s_rank=18,https://cloud.mail.ru/public/3XdF/42Nmq5TDR
Kathi Chris,KCP Presets 2020 Final Edition,,https://shop.kathiundchris.de/produkt/kcp-presets-2020/,https://yadi.sk/d/NulfKz8Z8_IKGQ
kccactions,Осенние Дни-Фотошоп Действия,,,https://yadi.sk/d/jEq495RTA_e2Ow
Алексей Кузьмичев,Коллекция экшенов,,http://photoshop-professional.ru/actions/,"https://yadi.sk/d/51ddS4Q-3HEZwS



			Пароль: www.infosklad.org
		
Нажмите для раскрытия..."
Meridian,Benj Haisch - Cascade Presets,,https://meridianpresets.com/preset/benj-haisch-cascade/,https://cloud.mail.ru/public/Hxi4/cb9wbjmwb
