author,name,desc,detail,dwnld
Bello Lashes,Онлайн-система обучения Lashmaker под ключ 2.0 (ЛПК),,https://bello-lashes.ru/study/online/,https://cloud.mail.ru/public/351v/tsDRruxQs
Татьяна Тимофеева,Как одеваться стильно в любом возрасте (2019),,https://taplink.cc/shkola_shopinga,https://cloud.mail.ru/public/36Ji/2KAiabCo5
Стелла Клар,Базовый мужской гардероб. Пошаговая инструкция,,http://video.stellaclar.com/bazoviy-muzhskoy-garderob/,"https://cloud.mail.ru/public/C4q1/ebEy6Kzxv

Скрытый контент для авторизованных пользователей.
Пароль: Open-Hide.biz"
Ксения Штиль,Все вебинары Мастерской Ксении Штиль (70+ тем) (2018),"Список вебинаров:

ВАША ВНЕШНОСТЬ:

1. Тип фигуры и её коррекция.
2. Вечерняя мода для всех типов фигур.
3. Как выглядеть стройнее с помощью одежды.
4. Стиль для дам с пышной фигурой.
5. Маленький и высокий рост: особенности выбора одежды.
6. Цветотипы: как найти свои цвета.
7. Цвет волос и цветотипы.
8. Выбор прически с учетом стиля и возраста.
9. Прическа, макияж, очки для разных форм лица.
10. Макияж для Вашего цветотипа внешности.
11. Как сочетать цвета с искусством художника.
12. Управление впечатлением: психология цвета.

ВАШ СТИЛЬ:

13. Основные ошибки стиля.
14. Стили в одежде: классификация стилей.
15. Как найти свой стиль в одежде.
16. Стиль для соблазнения: как нас видят мужчины.
17. Классический стиль: как создать и разнообразить.
18. Стиль Шанель: классика в современных образах.
19. Секреты создания элегантного стиля.
20. Современный французский стиль.
21. Стильный casual.
22. Этнический стиль одежды.
23. Играем с образом: смешение стилей в одежде.
24. Предпочитаемый стиль: как его узнать и подчеркнуть.
25. Стиль Бохо: особенности и варианты воплощения.
26. Морской стиль в одежде.
27. Как одеться в школу старшекласснице.
28. Выбор аромата с учетом стиля и возраста.
29. Типажи по Кибби.

ВАШ ГАРДЕРОБ:

30. Базовый и капсульный гардероб.
31. Инвестиции в гардероб: вещи, которые не выйдут из моды никогда.
32. Домашняя одежда - важная часть женского гардероба.
33. Один гардероб для разных поводов: работа, свидание, клуб.
34. Ревизия гардероба и эффективный шоппинг.
35. Ткани: как правильно выбрать принт и фактуру.
36. Мода на подиуме и в жизни: как применять тренды.
37. Оптимизация хранения вещей.
38. Гардероб по Кибби (часть 1).
39. Гардероб по Кибби (часть 2).
40. Оптические иллюзии в одежде.
41. Летний капсульный гардероб.
42. Лето в офисе: составляем гардероб.
43. Как разнообразить летний гардероб.
44. Летний отпуск: собираем чемодан.
45. Стильная осень: составляем гардероб.
46. Стильные образы для холодных дней.
47. Зимний капсульный гардероб.
48. Верхняя одежда: выбираем правильно.
49. Уверенность в себе: начинаем с гардероба.
50. Дресс-код на все случаи жизни.
51. В ожидании чуда: гардероб для беременных.
52. Мода для мамочек: составляем гардероб.
53. Что старит женщину.
54. Как выглядеть дорого.
55. Выбор белья и купальников.
56. Джинсы в размере плюс: как выбрать и с чем носить.
57. Сезон распродаж: ошибки и правила удачных покупок.

ВАШИ АКСЕССУАРЫ:

58. Аксессуары: правила ношения.
59. Выбор аксессуаров по Кибби.
60. Обувь - важная часть стильного образа
61. Обувь без каблуков: как выбрать и с чем носить.
62. Сумка - важная часть стильного образа.
63. Головные уборы: как найти свои.
64. Перчатки: как выбрать и с чем носить.
65. Колготки: правила выбора и сочетаний.
66. Броши: символика и стильные образы.
67. Головные уборы для различных типажей по Кибби.

ЭЛЕГАНТНЫЙ ВОЗРАСТ:

68. Стиль в зрелом возрасте: какой выбрать.
69. Секреты создания элегантного стиля.
70. Гардероб в зрелом возрасте.
71. Что старит женщину.
72. Как выглядеть дорого.
73. Купальник для зрелого возраста.
74. Выбор прически с учетом стиля и возраста.
75. Аксессуары для зрелого возраста.
76. Выбор аромата с учетом стиля и возраста.",http://barkaska.e-autopay.com/checkout/182001,https://cloud.mail.ru/public/obkf/3wHECt8fm
Maria Moon,Наращивание акригелем на верхние формы (2019),,https://www.instagram.com/maria_moon__/,https://cloud.mail.ru/public/4wux/LSQA5m9Qh
Елена Крыгина,Макияж,"Эта книга - свод приемов, техник и практических знаний о макияже ""для себя"". Она представляет собой понятный и доступный гид по созданию личного алгоритма макияжа с учетом типа кожи, особенностей черт лица, идеи, цели и задачи конкретного макияжа. Автор книги Елена Крыгина - топ-визажист и beauty-эксперт, создатель одноименного популярного видеоблога о красоте на русскоязычном YouTube. К ее советам по макияжу и уходу за собой прислушиваются сотни тысяч девушек по всей России и за ее пределами. Работа над книгой заняла более трех лет, большинство съемок проходило в студии Елены, а моделями стали обычные девушки.
""Макияж"" - это одновременно книга-вдохновение и практическое руководство. Ее можно просто листать в свое удовольствие, а можно - осваивать как настоящий учебник, шаг за шагом повторяя на своем лице поэтапные схемы отдельных аспектов макияжа.
Такой книги ни в России, ни в мире еще не было. То есть книги по макияжу, конечно, были, и их количество примерно равно книгам об итальянской кухне, но:

эту книгу написала самый известный визажист, блогер, хозяйка уникальной бьюти-студии, подруга и личный мейкапер всех самых известных личностей у нас в стране (Диана Вишнева и Ника Белоцерковская возглавляют список)
книга является подробнейшим руководством по макияжу для всех девушек и женщин, то есть книга - всевозрастная, она необходима всем
Елена работала над книгой три года, и все комментарии, которые были у нее в многомиллионных видео на собственном youtube -канале, она учла свет, место, настроение, черты лица, необходимая косметика, инструменты, тонирование, брови, глаза, губы, возрастной макияж - главные темы, описанные на 336 страницах уникальные, точные, все объясняющие фотографии.
Эта книга станет настольной, зачитанной, с закладками, ""библией"" любой девушки, мечтающей о прекрасной судьбе для себя. Это волшебная палочка Гарри Поттера в ее руках, изменяющая реальность, повседневность в живую, смелую, счастливую жизнь.",https://www.ozon.ru/context/detail/id/139204747/,https://yadi.sk/i/JfSt1hb-3TrpuN
Kseniya Russ,Фрукты-Pro (2020),"Программа:

— разбор кистей  
— подбор материала для работы 
 — детализация предметов  
— тонкие линии и прорисовки  
— работа с задним планом  
— свет, тень 
— рефлексы

ВЫДАЧА СЕРТИФИКАТА В ЭЛЕКТРОННОМ ВИДЕ!",https://kseniyaruss.com/painting,https://cloud.mail.ru/public/2iWv/5bP59qSMa
Наталья Шик,Брови. Серия мастер-классов. Пакет «Продвинутый» (2020),"Мастер-классы:

1. Ценообразование в brow индустрии
2. Конкуренция
3. Сервис в brow индустрии
4. Женская энергия Бьюти мастера и ее влияние на успех в профессии
5. Материалы и инструменты для brow мастеров
6. Колористика для начинающих мастеров
7. Колористика в окрашивании бровей
8. Магия построения формы самых успешных #бровиотшик
9. Правила оформления бровей
10. Работа с воском
11. Макияж бровей
12. Окрашивание: БЛОНДИНКА
13. Окрашивание: РУСАЯ
14. Окрашивание: РЫЖАЯ
15. Окрашивание: БРЮНЕТКА
16. Чек лист правильного позиционирования и успеха в brow индустрии",http://natalyashik.ru/caste/brovi-mk/,https://cloud.mail.ru/public/AGqF/38cDM7VvY
Kseniya Russ,Фрукты (2020),"Программа:

— разбор кистей  
— обзор материалов для работы  
— построение рисунка  
— разбор основ : свет, тень , блики, рефлексы  
— секреты растушёвки и нанесения цвета

ВЫДАЧА СЕРТИФИКАТА В ЭЛЕКТРОННОМ ВИДЕ!",https://kseniyaruss.com/painting,https://cloud.mail.ru/public/2DLb/3xbZQTBUM
Татьяна Демидко,Секреты Кутюрье. Премиум группа,,https://fashionelement.ru/couture_secrets,https://cloud.mail.ru/public/5xiJ/EK3eDEr7z
Анастасия Тугашева,"Вебинар ""NAIL миллионер- или как напилить на СВОЮ МЕЧТУ""","Мы будем учиться пилить с умом и экономить ваши денежки! В курсе много цифр, но вы от них не устанете. Они интересные, неожиданные и мотивирующие! А так же экономика, маркетинг и психология!
Этот курс изменит ваш подход к работе и сделает на шаг ближе к мечте!
Длительность курса: около 4 часов.
• Вебинар.
• Срок просмотра: 30 дней с момента выхода вебинара.
• После прохождения вебинара всем участникам трансляции выдается электронный сертификат на двух языках!
Кому подойдет этот курс?
Курс подойдёт всем мастерам на любом этапе и тем, кто только планирует стать мастером!
Чему Вы научитесь?
Теория
• Вы поймёте на каком этапе вы находитесь, куда и как двигаться дальше.
• Научитесь адекватно оценивать свои услуги, ценить себя и свой труд!
• Поймёте от чего зависит цена и как привлечь клиентов.
• Сможете рассчитать себестоимость конкретно своей услуги, ведь в подарок вы получите таблицу рассчета с вбитой формулой, где останется только поменять цифры на стоимость своих материалов и оборудования.
• Научитесь составлять бюджет расходов и считать свои доходы.
• Научитесь откладывать и распределять средства.
• Научитесь грамотно составлять прайс.
• Поймёте как повысить уверенность в себе, побороть страхи.
• Поймёте как бороться с профессиональным выгоранием.
• Рассчитаете оптимально комфортную для себя цену на данном этапе.
• Научитесь грамотно повышать цены и поймёте как на это поднятие решиться.
• Поймёте из чего складывается цена, что именно на неё влияет, сколько на самом деле вы зарабатываете и как заработать больше.
• Что делать мастерам из маленьких городов?
• Что делать начинающему мастеру?
• Какие перспективы у опытного мастера?
Что дальше?
Каждый, независимо от опыта за плечами, получит мотивацию и пользу!
Я все сделала за вас: собрала всю информацию, разложила по полочкам, посчитала! Просто берите и пользуйтесь!",https://parisnail.ru/school/onlayn-...l-millioner-ili-kak-napilit-na-svoyu-mechtu-/,https://cloud.mail.ru/public/2WJN/4RbPEo51M
"FashionElement, Кейт Роменски",Детская одежда (2019),,https://fashionelement.ru/detskaya_odejda,"https://yadi.sk/d/8cnRpW6S_fNP6A
Пароль на архив: boominfo.ru"
Полина Виноградова,Самый подробный гайд по созданию образа для фотосъемки (2020),"Устал искать одежду перед каждой съёмкой и переживать за результат? Мы подготовили материал, который поможет стилизовать! Вся информация разложена по полочкам и всегда будет под рукой.
Встречайте спецпроект от Le Systéme – пошаговая инструкция, как подготовиться к фотосъёмке на примере модельных тестов. Тебя ждет самый подробный материал для самостоятельной стилизации – 60 страниц полезной информации, основанной на практическом опыте стилиста! 

ТЫ УЗНАЕШЬ:

Значение образа в съемке
Не секрет, что одежда играет особенную роль в кадре. Она наполняет его смыслом и подчеркивает достоинства человека на фото, раскрывая его характер.

Как одежда помогает позировать
Одежда легкая и не весомая или жесткая и прямая по крою диктует свои правила позирования. Ты увидишь это в нашей подборке и сможешь применять на практике.

Какой типаж у твоей модели
Мы берем за основу классическую стилизацию такого вида съемки, как модельные тесты. И применяем это к съемкам с частными клиентами, артистами и, конечно, с моделями. Типаж поможет тебе определится с выбором образа!

Лайфхаки от стилиста с опытом
Самое ценное - это получить совет от специалиста, который не просто стилизовал модельные тесты, а зарабатывал на этом! Модельные тесты стилизованные Полиной размещались на сайтах зарубежных агенств.


Удачные цветовые сочетания
Теперь тебе не придется долго выбирать одежду в магазине, с нашими примерами у тебя будет наглядное пособие с готовыми образами.

Топ необходимых вещей для создания образа
Ты получишь чек-лист вещей с помощью которых можно собрать несколько разных образов самостоятельно для своих фотосъемок.",http://lesysteme.ru/produit01,https://cloud.mail.ru/public/598R/36tWjQ88M
Агата Черная,Онлайн курс «Инфекционные и неинфекционные заболевания ногтей и кожи»,,https://vk.com/brain_nails?w=wall-19492602_5078,https://cloud.mail.ru/public/5zKL/XuwHiG938
Ольга Меньшикова,Классика с секретом (2020),"Создайте яркую и индивидуальную классику!
Сдержанность классического стиля необходимо наполнять особыми приемами и визуальными «находками», иначе он будет неинтересным и скучным!
Классический стиль мы привыкли представлять строгим и консервативным.
Для многих классический стиль раскрывается в формате делового стиля. Он кажется нам наименее креативным и фантазийным. Но классику можно и нужно делать индивидуальной и оригинальной! 

Это можно сделать на основе классических предметов - одежды и аксессуаров, в которых дизайнеры оставляют оригинальные детали - отделку или необычную пропорцию, особую фактуру или цветовое вкрапление.
Именно такие «изюминки» дают возможность выстроить совершенно особый классический стиль - яркий и индивидуальный!

На практическом тренинге «Классика с секретом» участники  проанализируют 9 интересных классических предметов и  смогут разгадать их смысл и раскрыть через полный комплект одежды и аксессуаров. А Ольга Меньшикова выскажет свое суждение о собранных комплектах и предложит свои варианты стилистически выверенных деловых образов.",https://www.styledom-om.com/classicawithsecret,https://cloud.mail.ru/public/dGv1/2CUiJBvNm
Татьяна Тимофеева,Мужской гардероб (2019),,https://taplink.cc/shkola_shopinga,https://cloud.mail.ru/public/3pSf/3N86TiSaT
Наталия Софьянопуло,"Ресницы Интенсив 2.0 ""Прокачка мастера""",,http://instagr.am/p/BwAJvNXBKYj/,https://drive.google.com/open?id=1_-iHqFrruQA5Y52gamdPb-VUJas8FRWx
Мария Буше,Элегантность в однушке: быть леди в любых обстоятельствах,"Этот вебинар учит тому, как быть элегантной в повседневной жизни.

Как организовать свой день маме с тремя детьми, живущей в маленьком городке в условиях далёких от роскошных хором.
Как научиться выглядеть элегантно, если работаешь в мужском коллективе или на работе, которая не состоит не только из женских обязанностей.
Как организовать свой день так, чтобы не забыть про себя за всеми заботами и хлопотами, которые лежат на ваших хрупких, но прекрасных плечах.
Как научиться элегантно одеваться с зарплатой учителя.
Как успевать быстро укладывать волосы в элегантную прическу, если у Вас есть всего 10 минут в день на себя.
Как делать элегантный макияж, не имея в косметичке продуктов люксовых брендов и дорогих марок по уходу за кожей.
Как находить время на свидания и не пропустить мужчину своей мечты.
Как не забывать про сексуальность, и при этом оставаться элегантной.
Как элегантно флиртовать, когда за плечами уже есть опыт неудачных отношений.
Как научиться накрывать стол по-королевски, даже если на нем будут только одни бутерброды.
Как начать получать приглашения на светские вечера, даже если вас пока нет в списках организаторов.
Как чувствовать на таких вечерах себя уверенно и не быть «белой вороной».
Как пройти собеседование в компанию своей мечты.
Конечно, за один вебинар нельзя изменить свою жизнь. Но за один вебинар можно изменить свои мысли, которые изменят вашу жизнь навсегда!",https://ladies-school.com/odnyshka,https://cloud.mail.ru/public/Dfsx/1FLXpxqQ3
