author,name,desc,detail,dwnld
Lynda.com,Видеокурс по ASP.NET MVC 5,,,"https://yadi.sk/d/9hsCWu2LO2_EEA

Скрытый контент для авторизованных пользователей.
Пароль: www.infosklad.org"
Lynda.com,Основы цвета,,http://skladchik.com/threads/lynda-com-Основы-цвета-На-Русском.17164/,"https://cloud.mail.ru/public/3H5e/2Bd3E2ngx
Пароль: bynumi"
Lynda.com,"Озвучка: всё, что нужно знать (подробный курс)",,http://skladchik.com/threads/Озвучка-всё-что-нужно-знать-подробный-курс.42475/,"https://yadi.sk/d/zKZ2ngpGeYiBJ

Скрытый контент для авторизованных пользователей.
Пароль: sounding_your_voice2014"
Lynda.com,"Творческая мастерская ""Пять интерактивных обучающих упражнений""",,https://www.lynda.com/,"https://cloud.mail.ru/public/4zB1/49D2pvLtr
пароль: www.cogamesmoney.ru"
Lynda.com,Научитесь управлять - основы менеджмента (перевод),"Если вы смотрите этот курс, вполне вероятно, что вы уже управленец или вам интересна тема управления. В этом курсе доктор Бритт Андреатта научит вас, как сделать ваше управление более эффективным. В курсе подробно будут описаны лучшие стратегии найма работников, правильная постановка цели, коучинг, управление разновозрастными сотрудниками и многое,многое другое.
В курс также включены дополнительные материалы, в виде 50 страниц с упражнениями.",,"https://yadi.sk/d/haNjaMFf3Kjkh6
Пароль:www.infosklad.org"
Lynda.com,Обучение основам WordPress (RUS),,https://skladchik.com/threads/lynda-com-—-Обучение-основам-wordpress-rus.19084/,"https://yadi.sk/d/wJ1EaManl2umtw
Пароль: L9y6N4D4a-[seoxa.net]-003fs^f#c2"
Lynda.com,ZBrush 2018 Essential Training,,https://www.lynda.com/ZBrush-tutorials/Preparing-course/441596/758128-4.html?srchtrk=index:1linktypeid:2q:Zbrush+2018page:1s:relevancesa:trueproducttypeid:2,https://cloud.mail.ru/public/4TPa/22uRvHZRD
Lynda,Продуктивность в Microsoft Office (2018),"Ведущие компании мира обучаются у авторов этого курса, тому, как быть продуктивным используя приложения Office. С помощь уроков из этого курса, Вы сможете добиться большего на работе, или в любом другом месте. В начале вас научат методу GTD и соответствующим инструментам Office. Затем вы узнаете, как планировать вашу производительность, а также делать заметки, собирать идеи и эффективно управлять задачами с помощью инструментов Office. Потом вы узнайте, какие методы - электронная почта, телефон, Skype, или личные беседы - наиболее эффективны для общения, и выясните, как лучше планировать и проводить эффективные встречи. К концу курса вы сможете построить личную стратегию продуктивности, которая будет работать для вас и вашей команды.

Office 365 — это онлайновый («облачный») сервис, объединяющий в себе функциональность клиентских приложений Microsoft Office. Сделайте работу в приложениях Office совместным рабочим пространством. Если вы постоянно взаимодействуете с другими людьми, используйте Office для совместной работы с ними. Делитесь документами, заметками, блокнотами или рабочими областями, чтобы все могли иметь доступ к самой актуальной информации и получать комментарии без лишних совещаний.",https://www.lynda.com/Office-365-tutorials/Getting-Work-Done-Office-365/440663-2.html,https://cloud.mail.ru/public/6BYr/3omVgJUAX
Lynda.com,Развитие креативности: как генерировать идеи лучше и быстрее,,http://skladchik.com/threads/lynda-...нерировать-идеи-лучше-и-быстрее-повтор.94087/,https://yadi.sk/d/Vfp28Wfwm5nUK
Chris Croft,Учимся отстаивать своё мнение (Lynda.com),"Мы все бываем разочарованы, когда мы чувствуем, что нами воспользовались, или, наоборот, реагируем слишком агрессивно, когда нами манипулируют. Преодолейте эту естественную реакцию, узнав, как быть уверенным в себе и настойчивым. В этом курсе говорится, что же такое настойчивость. Автор показывает, какими особыми техниками вы можете воспользоваться, чтобы справиться с разными ситуациями и сложными людьми.
Определение вашего текущего мировоззрения
Понимание ваших прав и обязанностей
Избегаем пассивно-агрессивных ловушек
Снижаем негативные эмоции
Практикуем положительные изменения
Использование наиболее эффективных слов и др.

Автор перевода: Comradegan
Дополнительные материалы: есть, формат PDF",https://www.lynda.com/Business-Business-Skills-tutorials/Learning-Assertive/175640-2.html,https://yadi.sk/d/H4-_oDS5tLMKj
Lynda.com,Иллюстратор CC - Основной Тренинг,,,"https://cloud.mail.ru/public/5x1u/3VoEi9xKh
Пароль: xomyaki.com"
Lynda,Основы интернет-маркетинга: исследование цифрового маркетинга (2018),"Потребители и компании оставляют ценные данные по всему Интернету. Курс направлен на обучение практическим способам проведения исследований в области цифрового маркетинга и эффективному использованию этих данных.

Adriaan Brits проводит консультации с организациями по всему миру по вопросам улучшения их практики исследования рынка. Здесь он делится своими знаниями с вами. Используя данные из крупных (и бесплатных) онлайн-экосистем, таких как Google, Facebook и LinkedIn, Adriaan показывает, как вы можете измерить потребительский спрос, тенденции, конкурентоспособность на рынке и прямую конкуренцию. Он также представляет некоторые наборы инструментов премиум-класса, используемые профессиональными маркетологами. К концу курса у вас появятся навыки для проведения собственных независимых исследований и изучения ваших клиентов и конкурентов в Интернете.

Темы включают в себя:

Объясните, как проводить этические исследования.
Определите преимущества цифровых исследований.
Используйте Google AdWords для измерения спроса.
Плечо LinkedIn для измерения конкуренции.
Различают инструменты от Google, Amazon, LinkedIn и Facebook.",https://www.lynda.com/Facebook-tutorials/Welcome/441601/482613-4.html,https://cloud.mail.ru/public/4ok5/3hDV69tvs
Lynda.com,Умение правильно отказывать (2016),,https://www.lynda.com/,https://cloud.mail.ru/public/KKDx/JCnQFXfK1
Lynda,Маркетинговое Исследование на Основе Данных в Сети,"И потребители, и компании оставляют в сети ценные данные. Из этого курса вы узнаете, как проводить маркетинговое исследование в интернете и как использовать полученные данные на пользу своему бизнесу.

В своей практике Адриан Бритс помог многим организаций по всему миру улучшить применяемые ими методы исследования рынка.
Здесь он поделится своим опытом с вами. Используя (абсолютно бесплатно) данные из больших онлайн-«экосистем», таких как Google, Facebook, и LinkedIn, Адриан покажет, как оценить потребительский спрос, тренды, конкурентоспособность и прямую конкуренцию.
Он также представит вам несколько инструментов премиум-класса, с которыми работают профессиональные маркетеры.
Просмотрев этот курс, вы сможете выполнять собственные независимые исследования и собирать сведения о своих клиентах и конкурентах в интернете.

Темы курса:

Количественное и качественное исследование
Ограничения онлайн-исследований: о чем не получится узнать
Измеряем спрос с помощью Google AdWords, Facebook и Amazon
Измеряем конкуренцию с помощью LinkedIn и Google
Маркетинговое исследование на практике
Инструменты для маркетинга в интернете: от бесплатных до премиум-класса
Углубленный анализ рынка с помощью Alexa, SEMrush и SimilarWeb",https://www.lynda.com/,https://cloud.mail.ru/public/Bwd4/993hacSVt
Lynda,Базовый Курс По Краудфандинговой Площадке Kickstarter,"Кикстартер - это сайт-площадка по сбору средств на самые различные проекты: от приготовления вкусного салата и даже до съёмок полнометражного фильма, с бюджетом проектов от 10$ до миллионов $.

Кикстартер начал работу с 2009 года.

Чем привлекает Кикстартер?

1. Каждый может стать автором или участником какого-либо проекта
2. Бизнесменам, талантливым людям не нужно искать инвесторов для небольших проектов, достаточно презентации и общения с аудиторией &quot;спонсоров&quot; через удобную систему сайта,
3. Имеются чёткие сроки, в рамках которых проект либо будет профинансирован, либо нет.
4. Хочешь собственный проект или бизнес? Кикстартер и его аналоги помогут собрать бюджет,
5. Деньги, собранные сверх &quot;плана&quot;, также идут на финансирование проекта.

О чём курс:

Это базовый курс, затрагивает все моменты работы с проектом:
+ обзора функционала сайта,
+ особенности общения с аудиторией &quot;спонсоров&quot;,
+ умение наполнять страницу описания проекта,
+ создание собственного проекта,
+ присутствуют примеры, анализ результатов.",https://skladchik.com/threads/Кикстартер-Базовый-курс-lynda-com-2016.107074/,https://cloud.mail.ru/public/7DdX/ezVgiKD3v
Lynda,Изучаем Google Adsense,"Это полный курс по Google Adsense. Курс от Lynda.com.

Оригинал курса на английском. Но данный курс переведен на русский язык (качественная озвучка).

Курс очень качественный. Рассматриваются следующие темы: регистрация и размещение рекламных блоков, отслеживание дорогих страниц, блокировка дешевых рекламных блоков, продвинутые техники по отчетности и т.д.",https://www.lynda.com/Anson-Alexander/1522504-1.html,https://cloud.mail.ru/public/2vVU/SNvuhhRjB
Lynda,Deploying Scalable Machine Learning for Data Science (2018),,https://www.linkedin.com/learning/deploying-scalable-machine-learning-for-data-science,https://yadi.sk/d/srmqWOeBbS0AHA
Lynda,Learning Linux Command Line (2018),,https://www.lynda.com/IT-tutorials/Learning-Linux-Command-Line/753913-2.html,https://yadi.sk/d/seOBDxI0KuvjYw
Lynda.com,Искусство выхода из конфликта / Improving Your Conflict Competence [2014],"Конфликты на рабочем месте неизбежны. Но это не всегда плохо. В данном курсе автор и эксперт в конфликтологии Крейг Ранд научит вас эффективно справляться с конфликтами, возникающими на рабочем месте. Он объяснит причины, провоцирующие конфликт, и научит правильно на него реагировать. Вы узнаете, что можно предпринять, чтобы справиться со своими эмоциями и общаться с другими конструктивно.",http://skladchik.com/threads/lynda-com-Искусство-выхода-из-конфликта.59651/,https://mega.nz/#!QIt11DzT!VXjR-_N-lpUwyVIJ2stEqH6XlGzujtYGIQCJGuUm9LM
Lynda,ASP.NET MVC: Building for Productivity and Maintainability (2018),,https://www.lynda.com/ASP-NET-tutor...ng-Productivity-Maintainability/693123-2.html,https://yadi.sk/d/JdUaVXrQ4WExrg
Lynda,Cert Prep - CompTIA Security+ Exam (SY0-501) - The Basics,,https://www.lynda.com/Security-tuto...IA-Security-Exam-SY0-501-Basics/590835-2.html,https://yadi.sk/d/iJElpH1uwQwTpw
Lynda,Cryptocurrency Foundations (2018),,https://www.lynda.com/Data-Science-tutorials/Cryptocurrency-Foundations/700801-2.html,https://yadi.sk/d/ibefu9B1vHP1lw
Lynda.com,Google AdWords: самое необходимое,,,https://cloud.mail.ru/public/2yE5/fAx4pLdon
Lynda.com,JavaScript События [RUS],,,https://yadi.sk/d/adrF3n2zbGPNL
Lynda.com,Пять шагов творческого процесса,,http://skladchik.com/threads/lynda-com-Пять-шагов-творческого-процесса.59239/#recent-actions,https://mega.nz/#!4hQySabK!H907uDAkj7ZMY0i6Uux-CC1EM1pzUVTuK7QnDIMN0w0
Lynda.com,Что такое осознанность и её роль в жизни (2016),,https://www.lynda.com/,https://cloud.mail.ru/public/4h4s/foToSBWiZ
Lynda.com,Проекты YouTube для бизнеса и маркетинга,,,"https://yadi.sk/d/2tcDjYpNso_yJQ
Пароль: $livUpPeregrineBiz"
Lynda.com,Основы Email маркетинга (2013),,,https://yadi.sk/d/qlV7LkhuUQoNB
Lynda.com,Photoshop with Perspective с переводом на русский язык,,http://www.lynda.com/Photoshop-tutorials/Working-Perspective-Photoshop/165352-2.html,https://yadi.sk/d/UxezT11Aj9Do6
Lynda.com,Дизайн инфографики,,http://skladchik.com/threads/lynda-com-Дизайн-инфографики.37785/,https://cloud.mail.ru/public/2tPd/2HgH6gkrb
Lynda.com,Повышение навыков UVW маппинга в 3ds Max,,lynda.com,"Скрытый контент для авторизованных пользователей.
https://yadi.sk/d/qasqx7GljBBbV


торрент файл англ. видео:


Скрытый контент для авторизованных пользователей.
https://yadi.sk/d/ac--6PDYjBDTK"
Lynda.com,"Типографика: Цвет, Контраст, Масштаб",,http://skladchik.com/threads/lynda-com-Типографика-Цвет-Контраст-Масштаб.33087/,"https://cloud.mail.ru/public/JspL/zRvkuY6gp

Скрытый контент для авторизованных пользователей.
Пароль: wa70ohg"
Lynda.com,Курс по созданию буклета,,,https://cloud.mail.ru/public/6fae8ee4ba58/Designing a Brochure.rar
Lynda.com,Node.js Основной тренинг,,http://skladchik.com/threads/Линда-ком-node-js-Основной-тренинг.21407,"https://yadi.sk/d/ACREU0QnKMBPa

Скрытый контент для авторизованных пользователей.
Пароль: JHjjhgffy23UiHBjb"
Lynda.com,Лидерство: Основы,,,"https://yadi.sk/d/489P2VK8rT4SxA
Пароль: L9y6N4D4a-[seoxa.net]-003fs^f#c2"
Lynda.com,Контент-маркетинг и искусство рассказа историй,,ссылка,"https://cloud.mail.ru/public/2hWh/2qqXCTBqh



			Пароль: qwerty123
		
Нажмите для раскрытия..."
Lynda.com,Создание эффективной стратегии написания контента для вашего сайта,,https://skladchik.com/threads/lynda-com-Создание-эффективной-стратегии-написания-контента-для-вашего-сайта-На-Русском.15287/,"https://cloud.mail.ru/public/2vQr/472mzyVyz



			Пароль: 1975
		
Нажмите для раскрытия..."
Lynda.com,eBay для покупателей,,,https://cloud.mail.ru/public/3pdypJA7GPta/(Lynda.com)-eBay для покупателей
Lynda.com,Учебные курсы от Lynda.com (59),,,https://cloud.mail.ru/public/3ubm/Z479EAjrq
Lynda.com,Dreamweaver и WordPress: Создание сайтов,,,https://cloud.mail.ru/public/92b7705e0641/Lynda.com  Dreamweaver and WordPress(Создание сайтов).zip
Lynda.com,Создание мобильных web-приложений на jQueryMobile (2014),,jQuery-Mobile-tutorials/jQuery-Mobile-Web-Applications/156619-2.html,"https://cloud.mail.ru/public/245e69772f8c/lyndaJqeuryMobile



			Пароль: persimmon_the_best
		
Нажмите для раскрытия..."
Lynda.com,PHP & MySQL 2013 (на русском),,http://skladchik.com/threads/php-mysql-2013-—-lynda-com-rus.12360/,"http://yadi.sk/d/k_6z3nV0L856R
		
Нажмите для раскрытия...





			http://yadi.sk/d/QEBxvfqTL8eYr
		
Нажмите для раскрытия...





			http://yadi.sk/d/NGHqfo6cL8ecJ
		
Нажмите для раскрытия...





			http://yadi.sk/d/2TJeT0v6L8efw
		
Нажмите для раскрытия...





			http://yadi.sk/d/8kQ-gQDAL8ein
		
Нажмите для раскрытия...





			http://yadi.sk/d/79JlFIIYL8emh
		
Нажмите для раскрытия...





			http://yadi.sk/d/BdP52KSRL8epQ
		
Нажмите для раскрытия...





			http://yadi.sk/d/JqHVbEFNL8esR
		
Нажмите для раскрытия...





			http://yadi.sk/d/KCIkUotOL8ey7
		
Нажмите для раскрытия...





			http://yadi.sk/d/K8rXzeUkL8f3i
		
Нажмите для раскрытия...





			http://yadi.sk/d/7RsaQEN0L8f6P
		
Нажмите для раскрытия...





			http://yadi.sk/d/cDbUX1PQL8f9Y
		
Нажмите для раскрытия...





			http://yadi.sk/d/VHYXBgf7L8fCs
		
Нажмите для раскрытия...





			http://yadi.sk/d/LNpebS_8L8fFL
		
Нажмите для раскрытия...





			http://yadi.sk/d/MSHgQiHBL8fHe
		
Нажмите для раскрытия...





			http://yadi.sk/d/vw2Rdk-XL8fLF
		
Нажмите для раскрытия...





			http://yadi.sk/d/e6acQ7aQL8fNF
		
Нажмите для раскрытия...





			http://yadi.sk/d/81PlaHMYL8fRJ
		
Нажмите для раскрытия...





			http://yadi.sk/d/sTGDuwJxL8fVY
		
Нажмите для раскрытия...





			http://yadi.sk/d/m1qZWQLxL8fZg
		
Нажмите для раскрытия...





			http://yadi.sk/d/E4I2UHsnL8fdk
		
Нажмите для раскрытия...





			http://yadi.sk/d/9BwEKFgrL8fgT
		
Нажмите для раскрытия...





			http://yadi.sk/d/2o4VvxGFL8fjJ
		
Нажмите для раскрытия..."
Lynda.com,"Начинаем работу с Bootstrap 3 (2013, Rus)",,http://www.lynda.com/Bootstrap-tutorials/Up-Running-Bootstrap-3/133339-2.html,"https://cloud.mail.ru/public/4NPn/gaKGTPcGD



			Пароль: www.infosklad.org
		
Нажмите для раскрытия..."
Lynda.com,Развитие лидерских качеств,,,https://cloud.mail.ru/public/2hxAqdakUDwE/Развитие лидерских качеств.rar
Lynda,Создание Адаптивного WEB взаимодействия,,http://skladchik.com/threads/Линда-...я-creating-a-responsive-web-experience.28740/,https://cloud.mail.ru/public/GAtH/JFk7odfff
Дэйв Хоуг (lynda.com),Прикладной интерактивный дизайн,,https://www.skladchik.biz/threads/lynda-com-prikladnoj-interaktivnyj-dizajn.11697,https://cloud.mail.ru/public/3bp5/4auXJMCX7
lynda.com,7 практических техник успешного создания веб-сайтов,,https://www.lynda.com/,https://cloud.mail.ru/public/5BaJ/taXF2fZMX
Lynda.com,CSS: Styling Forms (CSS: Стилизация форм),,http://skladchik.com/threads/css-styling-forms-css-Стилизация-форм-—-lynda-com-rus.13673/,https://yadi.sk/d/dtjHToKp9ZKxAQ
Lynda.com,Bootstrap 3: Продвинутая веб-разработка (RUS),,http://skladchik.com/threads/lynda-com-—-bootstrap-3-Продвинутая-веб-разработка-rus.15361,"https://yadi.sk/d/uv3D0sibc327G



			Пароль: $livUpPeregrineBiz
		
Нажмите для раскрытия..."
Lynda.com,Javacript & JSON [RU],,http://www.lynda.com/JavaScript-tutorials/JavaScript-JSON/114901-2.html,"https://cloud.mail.ru/public/rwNv/MnZenBpnV


На данный момент материал заблокирован. По мере возможности постараемся обновить ссылку."
Lynda.com,До и После - Техника графического дизайна (на русском),,http://www.lynda.com/,https://mega.nz/#!EFQjHJgC!MBo0-kpOgRY5dd7pfAwKyxy1A45y-5BaNSzOtirg6L8
Lynda.com,Основы веб-дизайна / Web Design Fundamentals (2014),,http://skladchik.com/threads/lynda-com-Основы-веб-дизайна.30212/,"https://cloud.mail.ru/public/b61f6b3613de/Web Design Fundamentals/



			Пароль: Hojs3DHOCtW9LWO#0FCR
		
Нажмите для раскрытия..."
Lynda.com,Стратегии визуального мышления,"-Что если преподаватель будет обучать посредством постановки вопросов, вместо чтения лекций?
- Что если студентам будут поставлены осмысленные вопросы, вместо механического повторения материала?

Стратегии Визуального Мышления (СВМ) бросают вызов стандартной модели обучения, стимулируя учеников приобщиться к осмысленному и отзывчивому стилю обучения.
СВМ были разработаны музейным работником Филипом Йенавайном и когнитивным психологом Абигаль Хаузинг.
В их основе лежит естественное качество, присущее всем детям – способность наблюдать и использовать возникающие мысленные образы в качестве стартового топика. При этом, учитель задает открытые вопросы, которые осмысливаются учениками, а затем они дают ответы на них. Данный обучающий процесс был опробирован в области развития навыков критического мышления, разговорных навыков, уверенности в себе и навыков работы в группе.
Познакомьтесь с опытом использования СВМ в школах штата Луизиана, и подумайте, как вы можете адаптировать данную альтернативную методику к существующему процессу обучения.

В качестве перевода присутствуют русские субтитры..",http://www.lynda.com/Education-K-12-Education-tutorials/Visual-Thinking-Strategies/181465-2.html,"https://cloud.mail.ru/public/5u6G/54wuzLWRC


Скрытый контент для авторизованных пользователей.
Пароль: www.infoclub.pro"
Lynda,Секреты в бизнесе,"Об авторе:

Дэйв Креншоу - автор и бизнес-тренер, мастер по тайм-менеджменту и наведению порядка в бизнесе влиятельных людей. Публиковался в журналах: Time, Forbes, Washington Post и BBC News. Его первая книга - бестселлер ""Миф о многозадачности: к чему приводит стремление успеть всё"" переведена на 6 языков, в том числе и русский!

Об уроке:
Продолжаем линейку курсов от Дэйва Креншоу, мастера по ведению дел, бизнеса, установлению сбалансированного рабочего порядка.

Хотите начать работать на себя, иметь небольшой бизнес или превратить хобби в постоянную ежедневную работу? А возможно вы уже начали вести собственный бизнес и нуждаетесь во вдохновении, чтобы подняться на следующий уровень. Дэйв Креншоу даст вам короткие уроки, в которых раскроет секреты ведения успешного малого бизнеса. В этом блоке видеоуроков вы узнаете о том, как устанавливать цены, как найти покупателей для своего товара, мы рассмотрим понятие «наиболее ценные покупатели», с кем лучше всего вести бизнес, как это понять именно вам.

- Курс короткий, но наполнен интересными советами,
- Рекомендуется тем, кто подумывает начать свой бизнес или уже начал, всё чётко – всё по делу.
- Конечно, вы не откроете великих секретов 
	
	
		
		
	


	




 но автор поможет вам разложить основные понятия ведения бизнеса по полочкам, поможет упорядочить основные знания, всего 14 минут. Думаю, курс стоит просмотра 
	
	
		
		
	


	





Скачать:

Скрытый контент, для просмотра которого нужно лайкнуть пост.
https://cloud.mail.ru/public/5BmA/5KBJoRfRR",,https://cloud.mail.ru/public/5BmA/5KBJoRfRR
Lynda.com,Как стать уверенным / Building Confidence [2014],"Уверенность может помочь вам достичь вашей цели и построить крепкие отношения. Но верно и обратное; отсутствие уверенности может задеть вас лично и профессионально. К счастью, существуют шаги, которые вы можете предпринять, чтобы создать прочную уверенность в себе. В этом курсе автор и бизнес-тренер Тодд Дьюуэт расскажет о 10 методах построения уверенности, которые можно применить на работе и в личной жизни. Узнайте, как овладеть собой и своими жизненными целями, избавиться от негатива, и визуализировать успех!

Об авторе: 
Тодд Дьюуэт - оратор, хорошо известный в США, помогает руководителям и директорам строить сильные и сплочённые команды. Он также автор, бизнес-тренер, консультант, является автором популярного руководства для лидеров Little Black Book. Его уникальный стиль повествования и обучения стал котироваться у таких известных СМИ, как New York Times, BusinessWeek, Forbes, CNN, инвесторов Business Daily и других. Он является автором, тренером и консультантом в Harley Davidson!!!! Он рок-звезда в мире бизнес-тренеров.",http://www.lynda.com/Business-Business-Skills-tutorials/Building-Confidence/148342-2.html,https://cloud.mail.ru/public/d54208709983/yveren.rar
Lynda.com,Создание потребительской ценности (2015),,http://www.lynda.com/Business-Communication-tutorials/Creating-Customer-Value/361205-2.html,https://yadi.sk/d/B5lGAHgLkg9pa
Lynda.com,"Учимся быть хорошим рассказчиком (2014, Rus)","Хорошо рассказанные истории могут превратить слова обычного человека в слова лидера, сделать их запоминающимися, желаемыми пересказать кому-нибудь и долговечными. В свою очередь, изучение искусства рассказывать может сделать из вас отличного лидера как на работе, так и в компании друзей.

В этом курсе автор и тренер по рассказыванию Пол Смит проведёт вас через все элементы по рассказыванию историй.

Изучите структуру историй
Научитесь мастерству рассказывания
Прочувствуйте силу эмоции
Научитесь вовремя сменить повествование, чтобы поддерживать интерес слушателей
Используйте аналогии и метафоры
Поддерживайте ощущение реальности происходящего в своём рассказе!
Курс на 36 минут, но охватывает всё, что нужно, чтобы научиться хорошо рассказывать любую историю, выделиться на работе, стать душой компании среди друзей, это прекрасный курс!",http://skladchik.com/threads/lynda-com-Учимся-быть-хорошим-рассказчиком.35640/,https://yadi.sk/d/GXahIh-N3E89AQ
Lynda.com,Как создать правильное впечатление,"Краткое описание курса: Важно произвести хорошее впечатление за первые несколько минут, которые вы проводите с потенциальными наставниками, клиентами, или даже новыми друзьями. В этом коротком курсе, автор и бизнес-тренер доктор Тодд Дьюуэт объясняет, как рассказать другим о себе и создать незабываемое впечатление в течение короткого периода времени. Помните, что встречают по одежке, а провожают по уму.",http://skladchik.com/threads/lynda-com-Как-создать-правильное-впечатление.52177/1,"https://yadi.sk/d/ALFbYRuEcfVGu 


Скрытый контент для авторизованных пользователей.
пароль: Todd2"
Lynda.com,Работа в команде!,"Умение работать в команде - это важный навык для успешной работы практически на любой должности! 

В этом курсе, Эми Эдмондсон, профессор по теме Лидерства и Менеджмента научит вас основам работы в команде. 

В курсе всё будет разложено по полочкам: что важно, на что обратить внимание, как должна проходить работа в команде для успешного достижения цели. В общем, это новый информационный курс, пригодится всем, кто так или иначе работает в команде))",http://www.lynda.com/Business-Skills-tutorials/Leading-Working-Teams/175129-2.html,https://cloud.mail.ru/public/cdffe7d92053/Team_work_RUS.zip
Lynda.com,Научитесь управлять,"Если вы смотрите этот курс, вполне вероятно, что вы уже управленец или вам интересна тема управления. В этом курсе доктор Бритт Андреатта научит вас, как сделать ваше управление более эффективным. В курсе подробно будут описаны лучшие стратегии найма работников, правильная постановка цели, коучинг, управление разновозрастными сотрудниками и многое,многое другое.
В курс также включены дополнительные материалы, в виде 50 страниц с упражнениями.

Включенные темы: 
Выбор стиля управления
Найм работников
Коучинг сотрудников
Организация служебной деятельности команды
Установление доверия
Разграничение полномочий
Управление удаленными сотрудниками
Основы правил HR и др.",http://skladchik.com/threads/lynda-com-Научитесь-управлять.49109/,"https://cloud.mail.ru/public/MVfH/3AWMTWEDE

Скрытый контент для авторизованных пользователей.
Пароль: Open-Hide.biz"
