author,name,desc,detail,dwnld
Дмитрий Квасов,Как сделать большой сайт и зарабатывать на нем,,https://waytotai.ru/InternetMoney/Post/zarabotok-na-sajtax-v-2019-godu,https://cloud.mail.ru/public/2ktS/B2tmSV9vF
Дмитрий Воробьев,Как зарабатывать на создании простых одностраничных сайтов (2020),,https://sovetywebmastera.ru/lp/mks/,https://cloud.mail.ru/public/4sim/3U3XFy5Qc
Estate,Автонаполняемый сайт о недвижимости,"Автонаполняемый сайт о недвижимости – это интернет-ресурс, который самостоятельно наполняется информацией по заданной тематике. Такой сайт просто находка в сфере недвижимости. Благодаря регулярным обновлениям, на нём всегда будут собраны все самые последние новости рынка.

Ведение сайта не отнимает времени у владельца. Разработанная система автоматически отбирает свежую информацию и сопровождает её качественными изображениями. Преимущество автонаполняемых сайтов в том, что при публикации какой-либо информации будет указываться ссылка на её источник. Таким образом, статьи не обвинить в плагиате.

Новости публикуются полностью автоматически. На сервере сохраняются только миниатюры картинок. Каждая статья имеет релевантную обратную ссылку на сайт источник. Сайт работает на WordPress 5.1.1. Установлены необходимые плагины.

Вы получите:

Архив с сайтом
Подробную инструкцию по установке сайта
Документацию по настройке шаблона (eng)
Инструкцию по настройке импорта контента на сайт",https://sitesready.ru/realty/estate.html,https://cloud.mail.ru/public/3bu4/3FRSMmhNm
Glo Academy - Максим Лескин,Калькулятор верстки,,https://glo.academy,https://cloud.mail.ru/public/PxxS/5BnNiGkG9
Fallen,Sitecopy Как научиться копировать лендинги,,https://kwork.ru/training-consulting/24007/nauchu-kak-skopirovat-lyuboy-lending,https://cloud.mail.ru/public/5ro6/2WfNZj6cy
"frontendmasters.com, Will Sentance","JavaScript: The Hard Parts, v2 (ENG) (2020)","Go under the hood of some of the most important aspects of JavaScript! You&#039;ll learn what you need to know to become a sought-after, versatile, problem-solving developer. Combining mental models of JavaScript&#039;s inner workings and hands-on programming challenges, this course will give you a solid understanding of callbacks and higher-order functions, closure, asynchronous JavaScript, and object-oriented JavaScript! This course is for developers with a basic to intermediate knowledge of JavaScript who wants to deepen their understanding of the fundamentals to the next level.",https://frontendmasters.com/courses/javascript-hard-parts-v2/,https://cloud.mail.ru/public/5P4R/2HscZonPJ
html academy,Интенсивный онлайн‑курс: Профессиональный HTML и CSS (2018),,https://htmlacademy.ru/intensive/htmlcss,"https://cloud.mail.ru/public/Vm4j/5syCWjR3j
https://cloud.mail.ru/public/5NC5/31dYCrxnh"
StartMim,Готовые Модули 3.0 Интернет Магазин (2020),,https://startmim.ru/moduli-30-magazin/gm-magazin.htm,https://cloud.mail.ru/public/2SC1/s7AZD3UiA
Юлия Литвина,Создание сайтов премиум класса в Adobe Muse,,http://sekretsvobody.ru/,"Часть 1: https://mega.nz/#!Io0lQTzJ!p_KORcL3s3oAhcWVRPrSuxqpue8Al8una79VLW9EeHg

Нажмите для раскрытия...





			Часть 2: https://mega.nz/#!s5M2nQpb!4RGhEFjVi0gQ6IdiYHq3w4ginlVRu7b5aZT0ZyybVzQ

Нажмите для раскрытия...





			Часть 3: https://mega.nz/#!14kS1L6D!GBEH3HJ6Yp43X-LFddJqdhZaK1kYRBO_Lq9cQtcJo9Y

Нажмите для раскрытия..."
Илья Чигарев,Лендинг на WordPress (2019),"В курсе я подробно рассказываю и показываю как сделать продающий сайт, именно этот сайт, который Вы сейчас смотрите. Да, да, я его сделал на премиум шаблоне wordpress и записал все шаги на видео. Вам нужно только повторить и у Вас будет свой сайт.

Оцените качество и адаптивность лендинга. И это еще не все эффекты и возможности которые Вы сможете сделать.",https://premium.ichigarev.ru/#!/course,https://cloud.mail.ru/public/5Gty/4t1RzRPqr
Академия верстки,React.JS,"За 5 недель освоите самую популярную библиотеку JavaScriptи разработаете 3 приложения для портфолио

Программа курса:",https://glo-academy.ru/reactjs/,https://cloud.mail.ru/public/2YjQ/2n2dYmqSC
Купер Н.,"Как создать сайт. Комикс-путеводитель по HTML, CSS и WordPress (2019)",,https://www.ozon.ru/context/detail/id/149087255/,https://cloud.mail.ru/public/3amw/3CGTzyfym
Александр Парфилов,Мастер-класс по созданию интернет-магазина на WordPress + WooCommerce (2020),"Что будет?

Крутая программа. Где ты ещё такое найдёшь и кем нужно быть, чтобы такое пропустить!?

Программа:

Всё про товар
Всё про купоны и скидки
Отзывы о товаре
Виджеты WooCommerce
Базовая настройка интернет-магазина
Процесс оформления заказа
Письма о заказах владельцам, менеджерам, клиентам
Доставка
Оплата
Онлайн-кассы
Права пользователей
Произвольные поля для интернет-магазина
Дизайн интернет-магазина с помощью тем
Дизайн интернет-магазина с помощью конструктора Elementor Pro
Расширенный импорт товаров
Интеграции
Дополнительные фишки

По времени это 3-4 часа плотной непрерывной работы с ответами на вопросы в конце каждого блока и короткими перерывами.

Чего не будет?

Всё равно кто-то разочаруется, потому что сам себе придумал и ждал чего не заявлено, но всё же…

Разбора живого примера
Нужно понимать, что это мастер-класс, а не тренинг или курс. Вы получите инструменты и схематичное руководство к действию.",https://edu.wplovers.pw/woo-mc/,https://cloud.mail.ru/public/4Pd7/2hGQjP3LU
TILDA,Видеоинструкции по использованию ZeroBlock,"Всем тильдофилам рекомендуется к участию!

Вы получаете 26 (наиболее характерные) видео общей продолжительностью 15 астрономических часов плюс доступ к обновлениям в течение 1 года (не менее 3-4 видео ежемесячно), посвященные добавлению в ваш (и не только!) на tilda интересных, &quot;вкусных&quot; возможностей, в том числе с использованием ZeroBlock. 

Материал для тех, кто занимается созданием лендингов через сервис Tilda. Данный комплект состоит из 27 пошаговых видеоинструкций по использованию ZeroBlock, в каждом видео рассказывается о том, как справиться с теми или иными задачами. Полный список видеоинструкций вы можете найти на продажнике. Подойдёт всем, кто работает с данным конструктором.

Из продажника:

За указанные деньги вы получаете 27 (наиболее характерные) видео общей продолжительностью 15 астрономических часов плюс доступ к обновлениям в течение 1 года (не менее 3-4 видео ежемесячно), посвященные добавлению в ваш (и не только!) на tilda интересных, &quot;вкусных&quot; возможностей, в том числе с использованием ZeroBlock.",https://mo-tilda.ru/allvideolevelup,https://cloud.mail.ru/public/2b2H/2rw16kwo1
Владимир Гынгазов,Сайты на Tilda (2019),"Что за курс такой?

На этом курсе вы полностью овладеете функционалом Tilda. Создадите несколько сайтов (Landing, многостраничный, интернет-магазин). Научитесь настраивать пошаговую анимацию. Узнаете, как начать зарабатывать на создании Tilda сайтов. И многое другое...

Кто ведёт этот курс?
Человек, который не понаслышке знает, как создавать сайты без единой строчки кода. В своё время активно продвигал такую программу для создания сайтов, как Adobe Muse. 

Автор многочисленных курсов и тренингов по Adobe Muse.

С недавнего времени влюбился в Tilda и теперь создаёт сайты исключительно в этом крутом редакторе.

Этот курс создавался, в первую очередь, для тех, кто хочет создавать сайты, не изучая сложные языки программирования. За 3 недели вы полностью освоите Tilda и создадите свои первые сайты!

Основные блоки курса:
Что нужно знать о сайтахЗнакомство с TildaПознакомимся с сервисом Tilda и основным интерфейсом. Разберёмся с тем, какие сайты можно разрабатывать на Tilda. Обзор функций и настроек конструктора.

Научимся подключать шрифты к сайту, аналитику. Настраивать сайт под поисковые системыСоздание первого сайта с помощью типовых блоков TildaПолный разбор всех типовых блоков и примеры их использования. Научимся настраивать их для каждого сайта.

Скопируем 1-2 проекта в Tilda, а также перенесем макет из Phtotshop.

ДЗ: Создадите с нуля Landig Page из типовых блоков.Создание уникального дизайна сайта в Zero BlockТиповые блоки хороши для быстрого создания сайта. Но он не будет выглядеть уникально. Чтобы создать уникальный дизайн с нуля нам понадобится Zero Block.

Это графический редактор, который позволяет полностью редактировать элементы вашего сайта. Мы досконально разберёмся в нём, создадим с помощью него сайт и адаптируем его под все устройства.

А ещё мы с вами научимся использовать типовые блоки и Zero Block вместе. И это даст нам практически безграничные возможности.

ДЗ: Создать сайт, используя Zero BlockАнимация на сайтах TildaВы научитесь ""оживлять"" и украшать ваши сайты с помощью анимации объектов. Это может быть параллакс анимация, или стандартные появления и исчезания.

Изучите на подробных примерах, как создавать пошаговую анимацию STEP BY STEP и превратить ваши сайты из скучных текстов и картинок в интересные истории с сюжетом.

ДЗ: Создадите свою собственную анимациюКаждый блок содержит 

1 онлайн-занятие + урокиРабота с формами, CRM и создание интернет-магазина + аналитикаЛюбой современный сайт нуждается в красивой форме обратной связи. В Tilda вы сможете не только настроить внешний вид формы но и автоматизировать сбор данных не только в таблицы Google, но и во встроенную CRM систему.

Создадим и настроем формы обратной связи и подключим в различные системы

Помимо этого мы создадим и настроем с вами интернет-магазин.

ДЗ: Подключение сервисов рассылок, CRM и создание интернет-магазин.Как зарабатывать с помощью Tilda + выпускной проектЧто необходимо перед поиском заказчиков. Формирование портфолио и создание сайта визитки.

Как и где находить заказчиков. Как зарабатывать на продаже готовых шаблонов сайтов.

Выпускная работа по созданию сайта с нуля.КРУТО! ИДУ В КУРС!Тренды современного дизайна и что будет модно в 2019 году. Разберемся с основными понятиями сайтостроения.

Совместно проработаем концепцию сайта. Как создавать и где искать контент для сайта в виде текста и медийной части (изображения и видео


Скачать:

Скрытый контент, для просмотра которого нужно лайкнуть пост.
https://cloud.mail.ru/public/5iYR/EHM3HzUF3",,https://cloud.mail.ru/public/5iYR/EHM3HzUF3
Специалист,HTML и CSS. Уровень 1 + Уровень 2 (Верстальщик Web),,http://www.specialist.ru/track/t-vebver,https://yadi.sk/d/AoIiK02tLVyDDQ
Данил Фимушкин,Сайты «под ключ» без html и css в Adobe Muse (2015),"Ваши заказчики хотят качественные сайты, но вы совершенно не разбираетесь в html и css? Теперь это не проблема! С помощью нового курса Данила Фимушкина вы сможете создать красивые и эффектные сайты без долгих мучений над кодом. Это увеличит ваши шансы при выборе заказчиком исполнителя и вы сможете зарабатывать до 50% больше, чем раньше.

Преимущества видеокурса:

Отличное качество. Все модули предоставлены в лучшем качестве, что означает, что вы не упустите ни одной важной детали;
Adobe Muse. Даже, если у вас нет этой программе на ПК, то в курсе вы узнаете, как это сделать;
Один из лучших инструкторов. Опыт Данила Фимушка в дизайне более 8 лет.
  Содержание курса:

Как создать подписную страницу и создать многостраничный сайт в Muse;
Как создать parallax скроллинг в Адоб Мус и организовать платежи на своем сайте;
Объединенная работа в Adobe Muse и Edge Animate, создание личного онлайн-портфолио.
Благодаря этому курсу, вы научитесь создавать качественные сайты, сэкономив при этом массу времени и своих нервов.",http://fimushkin.com/dr-rasprodaga.html,https://cloud.mail.ru/public/3hfh/3bAwHqWf3
Михаил Преснецов,Секреты создания сайтов 2.0,,https://pres58.ru/sssPV/?,https://cloud.mail.ru/public/2P1i/2NPE2S7yv
CodeCanyon,MeloForms v2.0 - конструктор форм Laravel,,https://codecanyon.net/item/meloforms-laravel-drag-and-drop-form-builder-software/21922759,https://cloud.mail.ru/public/2XsW/nx9j7eS6c
,,,,https://cloud.mail.ru/public/2TiC/5KRZczEqZ
Анфиса Бреус,Лендинги на WordPress (2020),"Видео курс «Лендинги на WordPress», это подробное пошаговое руководство по самостоятельному и профессиональному созданию высококонверсионных лендингов разного назначения на Вашем блоге на WordPress.

Высококонверсионные лендинги создаются на основе WordPress и премиум плагина OptimizePress (плагин приобретается отдельно). Вы научитесь создавать лендинги: для сбора подписчиков, для продажи товаров и услуг, для запуска воронок продаж, для проведения вебинаров.

В курсе пошагово показаны примеры создания следующих лендингов:

подписной страницы (страницы приземления) со страницей «Спасибо» , с страницей для скачивания PDF файла после подписки, с подключением к сервису рассылок;
страницы c бесплатным видео контентом для запуска воронок продаж, с активацией кнопки купить по времени в процессе просмотра последнего видео;
продающей страницы для продажи инфопродукта/курса/ тренинга;
страницы подписки на вебинар с подключением к сервису рассылок;
закрытого членского закрытого сайта для продажи любого контента и доступ к отельным разделам согласно оплаты доступа;
подключение членского закрытого сайта к приему оплаты через PayPal.",https://wptraining.ru/product/optimizepress/,https://cloud.mail.ru/public/GxDq/2JY421RU2
Александр Бакин,Генератор сайтов на WordPress и Elementor (2019),,https://bakinaleksandr.ru/svoj-servis-po-sozdaniyu-sitov-na-wordpress,https://cloud.mail.ru/public/2rrM/3xVzkvSnh
Maksim Lancernet,Обучение Копированию Лендингов (2018),,https://skachat-lending.ru,"https://yadi.sk/d/LyzrACIY3T5r6x

Скрытый контент для авторизованных пользователей.
Пароль: www.infosklad.org"
ir-tech,Appside - App Landing Page,,https://themeforest.net/item/appside-app-landing-page/23397925,https://yadi.sk/d/PeH-fKxOtBYwOA
,Шаблоны лендингов 1000 шт,,,https://yadi.sk/d/cW82_t64wAbECQ
,Шаблоны одностраничники часть 1,,,https://yadi.sk/d/cW82_t64wAbECQ
Webflow,Официальный курс для начинающих по созданию сайтов в WEBFLOW. Первая из двух частей,"Реально простой в работе конструктор по созданию адаптивных сайтов. Это прорыв в веб-дизайне и именно Webflow является сейчас прямым конкурентом подобного конструктора сайтов Adobe Musе. Те, кто зарабатывает деньги при помощи веб-дизайна просто обязаны изучить новое течение в веб-разработке. Это перевод официального курса от самих создателей Webflow, так что качество и подача материала выше всех похвал.

Перечень уроков ВСЕГО курса:


Начало работы в Webflow
Постороение адаптивного веб-сайта в Webflow
Видовые размеры в Webflow
Выделение, перемещение и копирование контента
Горячие клавиши
Базовое структурирование страницы в Webflow
Планировка адаптивных колонок
Добавление текстовой информации
Введение в стилизацию текста
Добавление классов и стилей
Создание вложеных классов
Понятие CSS
CSS на различных устройствах
Настройки текста и каскадирование
Добавление изображений
Задний фон и заливка цветом
Добавление белых границ и отступов
Отображение блочных, строчных и строчно-блочных элементов
Настройка ширины и высоты
Floats и Clears - типы обтекания
Виды позиционирования: относительный, абсолютный, фиксированный
Продвинутое структурирование при помощи блочных элементов
Стилизация кнопок
Реагирование кнопок и элементов на положение курсора
Настройка ссылок
Добавление других страниц
Добавление видео
Добавление веб-шрифтов
Построение формы
Публикация или экспорт вашего сайта",http://skladchik.com/threads/Официальный-курс-для-начинающих-по-созданию-сайтов-в-webflow-Первая-из-двух-частей.66543/,"https://cloud.mail.ru/public/dp1i/3FoG74WWz



			Пароль: Lychshiu_Forum_Runeta_INFOBIT.ME>2017
		
Нажмите для раскрытия..."
Александр Овсянников,Поиск дроп-доменов и создание сети (PBN) под Рунет (2019),,https://academy.webmasterie.ru/pbn-rus,https://cloud.mail.ru/public/fDCL/37qgMmgb1
webmeeting,Создание лендингов + 550 шаблонов,,https://www.webmeeting.com/,https://yadi.sk/d/ErVJWHv8jTtixA
Webcademy,"Интенсив. Сборка. Gulp 4, SCSS и шаблонизатор PUG. Тариф «Расширенный» (2019)","За 5 дней ты освоишь Gulp, начнешь использовать сборку в своей работе.

Научишься структурировать свой CSS и HTML код, использовать CSS препроцессор SCSS и шаблонизатор PUG, применять в верстке переменные, миксины, подключаемые секции, шаблоны и разделять верстку и контент.

Сможешь брать на фрилансе заказы в которых фигурирует gulp сборка, препроцессоры и шаблонизатор PUG.

Что будет на интенсиве:
1. Освоим инструменты: консоль, npm, Gulp.
Установим консоль. Разберемся с тем как работают npm пакеты. Установи Gulp. Напишем первые Gulp таски. Установим локальный сервер.

2. Настроим работу с препроцессором SCSS.
Настройка компиляции, создание исходных карт, автоматическая генерация браузерных префиксов. Обработка ошибок и отображение нотификаций, так чтобы сборка не вылетала при ошибках, а аккуратно уведомляла в каком файле и на какой строке надо сделать исправление.

3. Закрепим все на практике, на учебном макете.
Перенесем верстку готового проекта на Gulp сборку, разобьём стили на составляющие. Первый учебный макет.

4. Познакомимся с шаблонизатором PUG.
Научимся структурировано разделять верстку, писать код действительно модульно и собирать страницу и из блоков, как из кубиков.

5. Еще раз закрепим на практике.
Сверстаем на готовой сборке второй учебный проект. Верстка с нуля, на чистой сборке. Лейауты, миксины, секции, блоки. Модульная верстка в действии.

По окончанию интенсива у тебя будет:
— код чистой сборки для небольших проектов
— пример верстки сайта на данной сборке
— код сборки Gulp + PUG + JSON для объемных, сложных проектов
— пример верстки сайта на продвинутой сборке",http://school.webcademy.ru/gulp-ext-2019,https://yadi.sk/d/dg6lZaOduQeqRg
themeforest,Fastor - Multipurpose Shopify Sections-v4.5,,https://preview.themeforest.net/ite...ve-shopify-theme/full_screen_preview/18389593,https://cloud.mail.ru/public/3YJk/4CAy7mbJp
Михаил Преснецов,МАСТЕР LP Pro 2,,http://pres58.ru/mlp2/?,https://cloud.mail.ru/public/3NDi/5aucmbTjD
Михель Махортов,Как Создать Мощный Продающий Сайт На БЛОГГЕРЕ,,http://100prodazh.blogspot.com,https://cloud.mail.ru/public/3WJN/5hBN9T4yk
,Шаблоны одностраничники часть 2,,,https://yadi.sk/d/fHOLQfFdlo8Q2g
,Шаблоны одностраничники часть 3,,,https://yadi.sk/d/-bOV3vpUS3XXLw
Вера Таганова,Марафон по созданию сайтов на Tilda (2019),"Для кого этот марафон:

Хотите стать успешным фрилансером. Вы мечтаете работать удаленно из дома или хотите найти подработку к вашей основной работе.
Хотите научиться создавать сайты на Тильде. Создание сайтов на Тильде — это горячий тренд, на котором можно зарабатывать от 15 000 руб. в месяц.
Хотите создать свой собственный сайт. Профессиональные услуги по созданию сайтов стоят от 8 000 руб. Я расскажу, как сделать сайт самостоятельно, если у вас маленький бюджет.

Каких результатов можно достичь:

От 75$ за проект. Цена создания сайта (лендинга) на Тильде с использованием готовых блоков, которые мы будем изучать в данном курсе.
От 3 заказов в месяц. Создание сайтов на Тильде — это востребованная профессия. Вы точно не останетесь без заказов, особенно, если научитесь продавать (а этому я вас научу).
Доход от 225$ в месяц. Вы можете сделать создание сайтов вашей основной работой или хорошей подработкой. Чем больше у вас опыт, тем больше денег.

Этот марафон был создан в помощь как фрилансерам, так и начинающим предпринимателям. Вы узнаете, как делать сайты на Тильде от А до Я, презентовать свой бизнес-проект, продавать свои услуги клиентам. Здесь не будет тонны скучной теории. Здесь будет практика, информация без воды.


План марафона:

Что такое сайт и зачем он нужен:

Разбираем основы. На этом уроке вы узнаете: зачем вам или вашему клиенту нужен сайт, какие виды сайтов существуют, какой сайт подобрать именно для вашего клиента, научитесь отличать плохой сайт от хорошего.


Основы маркетинга:

Важные термины маркетинга, которые вы должны знать. Вы поймете, почему нужен прототип сайта. Научитесь делать прототип сайта и писать продающий текст для сайтов.


Hello Tilda:

Преимущества и недостатки платформы. Гайд по функционалу и возможностям Тильды. Обзор библиотеки блоков и форм. Вы научитесь подключить домен, уведомления о заявках, формы.


Тильда и Zero-блок:

Вы узнаете, что такое Zero-блок. Научитесь на нем работать и увидете на примере, как делать главную страницу в Zero-блоке.


Создаем сайт на Тильде. Практическая работа:

Создаем свой первый лендинг на Тильде с учетом знаний, которые были даны в предыдущих уроках.


Продажи сайтов на Тильде:

Вы научитесь правильно продавать именно сайты на Тильде. Узнаете фишки продаж и поймете, каким должно быть ваше позиционирование перед клиентом. Поймете, где искать первых клиентов.",https://veratag.ru/marafon-tilda,https://cloud.mail.ru/public/5o6A/4ukEos9Ed
